srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,81437,3,4.000000,1,2.300000,0.0155,5.030000,15,138.400000,0,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL,0
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,85728,2,3.000000,1,1.790000,0.0072,4.500000,31,100.890000,0,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0,0,8,NULL,NULL,NULL,1,-1,14,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL,0
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,88096,4,4.000000,1,2.940000,0.066,5.180000,23,152.630000,1,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,0,0,5,0,0,5,NULL,NULL,NULL,1,0,5,NULL,NULL,NULL,NULL,NULL,NULL,0,0,15,0,NULL,0
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,88127,3,3.000000,1,1.390000,0.0038,4.800000,36,138.400000,0,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL,0
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,88218,4,3.500000,1,2.770000,0.1266,4.980000,8,115.120000,0,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL,0
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,89073,4,4.000000,1,2.080000,0.015,5.280000,6,191.440000,0,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5,0,NULL,0
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,95166,3,4.000000,1,2.710000,0.0359,4.710000,28,122.880000,0,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,0,0,12,0,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL,0
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,95307,4,3.500000,1,2.400000,0.1149,4.930000,1,139.700000,0,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,29,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,27,0,NULL,0
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,97247,2,3.500000,1,2.830000,0.0145,4.680000,32,115.120000,0,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0,0,5,NULL,NULL,NULL,1,1,9,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,5,0,NULL,0
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,107872,2,3.500000,1,2.710000,0.0465,4.440000,12,128.060000,0,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,0,0,23,0,0,10,NULL,NULL,NULL,1,-1,3,NULL,NULL,NULL,NULL,NULL,NULL,0,0,14,0,NULL,0
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,111000,3,4.500000,1,2.200000,0.0164,5.020000,24,181.090000,0,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL,0
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,111106,3,2.500000,1,0.690000,0.0071,4.670000,37,120.290000,0,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL,0
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,114766,2,3.500000,1,1.610000,0.0052,4.670000,33,104.770000,0,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
1,2013-04-04 08:32:15,12,187,NULL,NULL,219,122844,3,4.500000,1,2.300000,0.0032,5.460000,29,190.140000,0,23246,1,0,4,0,1,1,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,3625,4,4.000000,0,3.220000,0.2544,5.980000,21,295.000000,0,12588,2,46,1,0,1,1,NULL,238.35,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,11622,4,4.000000,0,2.710000,NULL,5.640000,36,299.000000,0,12588,2,46,1,0,1,1,NULL,238.34,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,11826,5,4.500000,1,3.220000,0.1924,6.100000,22,373.000000,1,12588,2,46,1,0,1,1,NULL,238.33,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,22824,3,4.000000,0,3.260000,0.3729,5.740000,4,329.000000,0,12588,2,46,1,0,1,1,NULL,238.29,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,37581,5,4.500000,0,3.090000,0.2508,6.210000,26,600.000000,0,12588,2,46,1,0,1,1,NULL,238.35,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,39993,4,4.000000,1,3.090000,0.1692,5.690000,3,365.000000,0,12588,2,46,1,0,1,1,NULL,237.94,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,46162,4,4.500000,0,3.260000,0.3582,5.730000,24,331.000000,1,12588,2,46,1,0,1,1,NULL,238.32,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,49152,4,4.500000,1,3.090000,0.1417,5.920000,9,329.000000,0,12588,2,46,1,0,1,1,NULL,238.3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,56063,4,4.500000,0,3.260000,0.3246,5.910000,18,259.000000,0,12588,2,46,1,0,1,1,NULL,238.33,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,56472,4,4.500000,1,1.100000,0.0149,5.550000,10,335.000000,0,12588,2,46,1,0,1,1,NULL,238.54,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,58696,0,4.500000,0,1.610000,0.0823,5.390000,29,219.000000,0,12588,2,46,1,0,1,1,NULL,236.91,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,64344,4,3.000000,1,1.790000,NULL,5.790000,31,267.000000,0,12588,2,46,1,0,1,1,NULL,238.4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,65984,2,3.500000,0,3.090000,0.223,5.080000,25,194.000000,0,12588,2,46,1,0,1,1,NULL,238.31,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,71258,1,2.000000,0,0.690000,0.0131,4.290000,19,70.000000,0,12588,2,46,1,0,1,1,NULL,236.59,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,75491,2,3.500000,0,3.220000,0.3696,5.520000,8,189.000000,0,12588,2,46,1,0,1,1,NULL,238.3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,81172,0,4.000000,0,0.690000,NULL,5.560000,33,289.000000,0,12588,2,46,1,0,1,1,NULL,234.51,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,83045,3,3.500000,0,3.260000,0.3431,5.600000,2,219.000000,0,12588,2,46,1,0,1,1,NULL,238.33,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,83430,4,4.500000,0,2.770000,0.0362,5.850000,27,405.000000,0,12588,2,46,1,0,1,1,NULL,238.4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,83806,4,4.000000,1,3.180000,0.3483,5.920000,6,330.000000,0,12588,2,46,1,0,1,1,NULL,238.29,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,85567,2,4.000000,1,0.690000,0.0408,5.140000,7,135.000000,0,12588,2,46,1,0,1,1,NULL,236.0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,85742,3,4.000000,0,1.100000,NULL,5.360000,30,169.000000,1,12588,2,46,1,0,1,1,NULL,234.1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,89119,4,4.500000,1,3.180000,0.2742,5.600000,14,255.000000,1,12588,2,46,1,0,1,1,NULL,238.06,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,97099,4,4.000000,1,3.220000,0.3611,6.040000,13,408.000000,0,12588,2,46,1,0,1,1,NULL,238.3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,109185,4,4.500000,1,3.180000,0.3138,6.080000,20,323.000000,1,12588,2,46,1,0,1,1,NULL,238.28,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,110813,2,4.000000,0,2.400000,NULL,5.140000,32,139.000000,1,12588,2,46,1,0,1,1,NULL,233.87,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,116696,2,4.000000,0,2.400000,NULL,5.120000,35,139.000000,0,12588,2,46,1,0,1,1,NULL,238.43,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,125069,3,4.000000,1,1.610000,0.0969,5.280000,1,159.000000,1,12588,2,46,1,0,1,1,NULL,236.91,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,127808,2,2.500000,0,3.000000,0.0457,5.250000,15,79.000000,0,12588,2,46,1,0,1,1,NULL,237.73,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,129278,3,3.500000,0,1.790000,NULL,4.820000,34,160.000000,0,12588,2,46,1,0,1,1,NULL,238.38,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,134162,5,4.500000,0,3.090000,0.2677,6.140000,12,525.000000,0,12588,2,46,1,0,1,1,NULL,238.34,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,137826,2,3.000000,0,3.260000,0.3147,5.250000,28,181.000000,0,12588,2,46,1,0,1,1,NULL,238.21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
4,2012-12-31 08:59:22,5,219,NULL,NULL,219,139893,2,3.000000,1,1.610000,0.0309,5.250000,16,129.000000,0,12588,2,46,1,0,1,1,NULL,236.14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,0
6,2013-06-05 12:27:51,14,100,NULL,NULL,100,10759,0,2.000000,0,1.950000,NULL,0.000000,4,97.630000,0,21106,1,5,2,0,1,0,NULL,652.84,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
6,2013-06-05 12:27:51,14,100,NULL,NULL,100,22135,0,5.000000,0,1.950000,NULL,0.000000,6,115.030000,0,21106,1,5,2,0,1,0,NULL,652.84,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
6,2013-06-05 12:27:51,14,100,NULL,NULL,100,52376,2,0.000000,1,1.950000,NULL,0.000000,2,86.030000,0,21106,1,5,2,0,1,0,NULL,652.85,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
6,2013-06-05 12:27:51,14,100,NULL,NULL,100,104251,3,4.000000,1,1.950000,NULL,0.000000,1,145.000000,0,21106,1,5,2,0,1,0,NULL,652.84,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,162.38,1
6,2013-06-05 12:27:51,14,100,NULL,NULL,100,118866,2,4.500000,1,1.950000,NULL,0.000000,3,183.660000,0,21106,1,5,2,0,1,0,NULL,652.78,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0
8,2013-03-20 17:50:44,5,219,NULL,NULL,219,10250,3,3.500000,1,1.390000,0.0321,4.640000,15,82.000000,0,7082,1,0,1,0,1,0,NULL,5.4,0,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL,0
8,2013-03-20 17:50:44,5,219,NULL,NULL,219,13252,4,4.500000,1,0.000000,NULL,5.490000,19,160.000000,1,7082,1,0,1,0,1,0,NULL,3.98,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,1,0,42,NULL,NULL,NULL,NULL,NULL,NULL,1,0,43,0,NULL,0
8,2013-03-20 17:50:44,5,219,NULL,NULL,219,22756,4,4.000000,1,2.830000,0.2251,5.110000,10,259.000000,0,7082,1,0,1,0,1,0,NULL,4.41,0,NULL,NULL,NULL,0,0,NULL,-1,0,7,NULL,NULL,NULL,0,0,7,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,7,0,NULL,0
8,2013-03-20 17:50:44,5,219,NULL,NULL,219,27669,3,3.500000,1,3.000000,0.2107,4.620000,16,85.000000,0,7082,1,0,1,0,1,0,NULL,4.17,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,96.41,1
8,2013-03-20 17:50:44,5,219,NULL,NULL,219,30630,3,4.000000,1,0.000000,NULL,4.810000,20,109.000000,0,7082,1,0,1,0,1,0,NULL,3.69,0,NULL,NULL,NULL,1,0,4,-1,0,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL,0
